Id,Sire,Sire Type,Dam,Dam Type,Sex,Number of Parents Known,Birth,Arrival At Center,Death,Departure,Status,ancestry,From Center?,Origin 
1519,772,Genetic,1079,Genetic,Male,2,2002-06-16,2002-06-16,2011-06-30,,Dead,Japan,TRUE,
1520,1031,Genetic,1227,Genetic,Female,2,2002-05-07,2002-05-07,,,Alive,Japan,TRUE,
1521,,,833,Observed,Female,1,2003-01-20,2003-01-20,2003-01-20,,Dead,Japan,TRUE,
64,,,36,Observed,Male,1,1966-04-22,1966-04-22,1972-03-01,,Dead,Japan,TRUE,
65,,,9,Observed,Female,1,1966-04-25,1966-04-25,,1982-04-27,Shipped,Japan,TRUE,
1522,,,1245,Observed,Male,1,2003-04-01,2003-04-01,2003-04-01,,Dead,Japan,TRUE,
1523,,,920,Observed,Male,1,2003-04-08,2003-04-08,2003-04-08,,Dead,Japan,TRUE,
1524,,,1314,Observed,Female,1,2003-04-11,2003-04-11,2003-04-11,,Dead,Japan,TRUE,
1525,,,1179,Observed,Male,1,2003-04-11,2003-04-11,2003-04-14,,Dead,Japan,TRUE,
1526,,,1300,Observed,Female,1,2003-04-18,2003-04-18,2003-04-18,,Dead,Japan,TRUE,
1527,,,1307,Observed,Male,1,2003-04-21,2003-04-21,2003-04-21,,Dead,Japan,TRUE,
1528,,,1303,Observed,Male,1,2003-04-22,2003-04-22,2003-04-22,,Dead,Japan,TRUE,
1529,,,1113,Observed,Male,1,2003-04-23,2003-04-23,2003-04-23,,Dead,Japan,TRUE,
1530,,,1153,Observed,Male,1,2003-04-24,2003-04-24,2003-04-24,,Dead,Japan,TRUE,
1531,,,1139,Observed,Male,1,2003-04-25,2003-04-25,2003-04-25,,Dead,Japan,TRUE,
1532,,,1315,Observed,Male,1,2003-04-30,2003-04-30,2003-04-30,,Dead,Japan,TRUE,
1533,,,1269,Observed,Male,1,2003-05-02,2003-05-02,2003-05-02,,Dead,Japan,TRUE,
1534,,,1134,Observed,Male,1,2003-05-05,2003-05-05,2003-05-05,,Dead,Japan,TRUE,
1535,1028,Observed,1317,Observed,Female,2,2003-05-09,2003-05-09,2003-05-11,,Dead,Japan,TRUE,
1536,,,1191,Observed,Male,1,2003-05-28,2003-05-28,2003-05-28,,Dead,Japan,TRUE,
1537,,,1043,Observed,Unknown,1,2003-06-22,2003-06-22,2003-06-22,,Dead,Japan,TRUE,
66,,,55,Observed,Male,1,1966-05-19,1966-05-19,1976-10-29,,Dead,Japan,TRUE,
1538,,,1193,Observed,Female,1,2003-07-07,2003-07-07,2003-07-07,,Dead,Japan,TRUE,
1539,,,1069,Observed,Male,1,2003-07-02,2003-07-02,2004-12-23,,Dead,Japan,TRUE,
1540,,,,,Female,0,2003-07-13,2003-07-13,2003-08-01,,Dead,Japan,TRUE,
1541,,,,,Male,0,2003-07-08,2003-07-08,2003-08-08,,Dead,Japan,TRUE,
67,,,39,Observed,Female,1,1966-06-07,1966-06-07,1977-06-30,,Dead,Japan,TRUE,
1542,1028,Observed,1132,Observed,Unknown,2,2003-08-05,2003-08-05,2003-09-05,,Dead,Japan,TRUE,
1543,,,,,Female,0,2003-04-01,2003-04-01,2003-10-08,,Dead,Japan,TRUE,
1544,1260,Genetic,1232,Genetic,Male,2,2003-04-02,2003-04-02,2011-01-18,,Dead,Japan,TRUE,
1545,1260,Genetic,1109,Genetic,Female,2,2003-05-01,2003-05-01,2009-10-18,,Dead,Japan,TRUE,
1546,1241,Genetic,1302,Genetic,Female,2,2003-05-01,2003-05-01,2006-12-17,,Dead,Japan,TRUE,
1547,1257,Genetic,1099,Genetic,Female,2,2003-05-01,2003-05-01,2009-10-23,,Dead,Japan,TRUE,
1548,1038,Genetic,1227,Genetic,Female,2,2003-06-01,2003-06-01,2004-04-19,,Dead,Japan,TRUE,
1549,1216,Genetic,1174,Genetic,Female,2,2003-05-01,2003-05-01,2009-10-19,,Dead,Japan,TRUE,
1550,1207,Genetic,1291,Genetic,Male,2,2003-04-01,2003-04-01,2010-03-26,,Dead,Japan,TRUE,
1551,1292,Genetic,1143,Genetic,Male,2,2003-03-01,2003-03-01,2011-01-07,,Dead,Japan,TRUE,
1552,1257,Genetic,1082,Genetic,Male,2,2003-04-15,2003-04-15,2013-12-03,,Dead,Japan,TRUE,
1553,1257,Genetic,906,Genetic,Male,2,2003-04-15,2003-04-15,2011-06-01,,Dead,Japan,TRUE,
1554,1219,Genetic,1274,Genetic,Male,2,2003-04-01,2003-04-01,2007-11-16,,Dead,Japan,TRUE,
1555,1184,Genetic,1064,Provisional Genetic,Male,2,2003-04-01,2003-04-01,,,Alive,Japan,TRUE,
1556,1292,Genetic,928,Provisional Genetic,Male,2,2003-04-01,2003-04-01,2011-04-18,,Dead,Japan,TRUE,
1557,1031,Genetic,1079,Genetic,Female,2,2003-04-15,2003-04-15,2009-10-21,,Dead,Japan,TRUE,
1558,1038,Genetic,1083,Genetic,Female,2,2003-06-01,2003-06-01,2009-10-26,,Dead,Japan,TRUE,
1559,1216,Genetic,1298,Genetic,Male,2,2003-03-15,2003-03-15,2011-01-20,,Dead,Japan,TRUE,
1560,,,,,Female,0,2003-03-15,2003-03-15,2005-10-13,,Dead,Japan,TRUE,
1561,1292,Genetic,1159,Genetic,Female,2,2003-03-01,2003-03-01,2009-11-02,,Dead,Japan,TRUE,
1562,1031,Genetic,1275,Genetic,Male,2,2003-05-01,2003-05-01,,,Alive,Japan,TRUE,
1563,1038,Genetic,525,Genetic,Male,2,2003-04-15,2003-04-15,2011-06-23,,Dead,Japan,TRUE,
1564,1184,Genetic,1334,Genetic,Male,2,2003-06-01,2003-06-01,2009-08-25,,Dead,Japan,TRUE,
1565,1180,Provisional Genetic,1321,Genetic,Female,2,2003-05-15,2003-05-15,2004-02-09,,Dead,Japan,TRUE,
1566,1031,Genetic,856,Provisional Genetic,Female,2,2003-04-15,2003-04-15,2009-10-30,,Dead,Japan,TRUE,
1567,1242,Genetic,1040,Provisional Genetic,Male,2,2003-04-15,2003-04-15,2011-03-02,,Dead,Japan,TRUE,
1568,1207,Genetic,1320,Genetic,Female,2,2003-04-15,2003-04-15,2007-11-14,,Dead,Japan,TRUE,
1569,1216,Provisional Genetic,1350,Genetic,Female,2,2003-05-15,2003-05-15,2009-10-20,,Dead,Japan,TRUE,
1570,1219,Genetic,695,Genetic,Male,2,2003-04-15,2003-04-15,,,Alive,Japan,TRUE,
1571,1157,Genetic,1297,Genetic,Female,2,2003-03-15,2003-03-15,2009-11-04,,Dead,Japan,TRUE,
1572,1200,Genetic,1077,Genetic,Male,2,2003-04-01,2003-04-01,2005-09-29,,Dead,Japan,TRUE,
1573,1216,Genetic,1293,Genetic,Male,2,2003-04-01,2003-04-01,2011-01-20,,Dead,Japan,TRUE,
1574,1216,Genetic,1102,Provisional Genetic,Male,2,2003-04-01,2003-04-01,2011-03-01,,Dead,Japan,TRUE,
1575,1200,Provisional Genetic,1096,Genetic,Female,2,2003-04-01,2003-04-01,2004-03-10,,Dead,Japan,TRUE,
1576,1200,Genetic,1089,Genetic,Male,2,2003-03-01,2003-03-01,2011-03-11,,Dead,Japan,TRUE,
1577,1038,Genetic,1098,Provisional Genetic,Male,2,2003-03-01,2003-03-01,2012-01-27,,Dead,Japan,TRUE,
1578,1184,Genetic,1335,Genetic,Female,2,2003-05-15,2003-05-15,2009-10-28,,Dead,Japan,TRUE,
1579,1114,Genetic,1301,Provisional Genetic,Female,2,2003-04-15,2003-04-15,2005-01-31,,Dead,Japan,TRUE,
1580,1309,Genetic,1243,Provisional Genetic,Male,2,2003-05-01,2003-05-01,2013-01-02,,Dead,Japan,TRUE,
1581,1216,Provisional Genetic,1146,Genetic,Female,2,2003-04-15,2003-04-15,2004-03-24,,Dead,Japan,TRUE,
1582,1180,Provisional Genetic,1025,Genetic,Female,2,2003-04-01,2003-04-01,2004-10-10,,Dead,Japan,TRUE,
1583,1200,Genetic,989,Provisional Genetic,Male,2,2003-04-01,2003-04-01,2012-05-08,,Dead,Japan,TRUE,
1584,1242,Genetic,1304,Provisional Genetic,Male,2,2003-04-15,2003-04-15,2012-01-24,,Dead,Japan,TRUE,
1585,1190,Genetic,991,Genetic,Male,2,2003-04-01,2003-04-01,2012-01-12,,Dead,Japan,TRUE,
1586,1038,Genetic,1118,Genetic,Male,2,2003-04-01,2003-04-01,2007-08-07,,Dead,Japan,TRUE,
1587,1216,Provisional Genetic,1156,Genetic,Female,2,2003-04-01,2003-04-01,2005-07-02,,Dead,Japan,TRUE,
1588,1031,Genetic,971,Genetic,Male,2,2003-04-01,2003-04-01,2005-02-01,,Dead,Japan,TRUE,
1589,966,Genetic,1339,Genetic,Male,2,2003-05-15,2003-05-15,2012-09-25,,Dead,Japan,TRUE,
1590,,,1081,Observed,Unknown,1,2003-12-19,2003-12-19,2003-12-19,,Dead,Japan,TRUE,
1591,,,1315,Observed,Female,1,2004-03-19,2004-03-19,2004-03-19,,Dead,Japan,TRUE,
1592,,,1217,Observed,Male,1,2004-04-02,2004-04-02,2004-04-02,,Dead,Japan,TRUE,
1593,1028,Observed,1132,Observed,Male,2,2004-05-20,2004-05-20,2004-05-20,,Dead,Japan,TRUE,
1594,,,,,Female,0,2004-05-11,2004-05-11,2004-06-11,,Dead,Japan,TRUE,
1595,1028,Observed,1317,Observed,Female,2,2004-06-21,2004-06-21,2004-07-16,,Dead,Japan,TRUE,
1596,,,,,Female,0,2004-06-19,2004-06-19,2004-07-19,,Dead,Japan,TRUE,
1597,,,,,Unknown,0,2004-07-28,2004-07-28,2004-08-03,,Dead,Japan,TRUE,
1598,,,,,Unknown,0,2004-07-28,2004-07-28,2004-08-03,,Dead,Japan,TRUE,
1599,,,1304,Observed,Female,1,2004-07-26,2004-07-26,2004-08-11,,Dead,Japan,TRUE,
1600,1114,Provisional Genetic,856,Genetic,Female,2,2004-08-04,2004-08-04,2007-11-26,,Dead,Japan,TRUE,
1601,1028,Observed,1300,Observed,Male,2,2004-08-13,2004-08-13,2004-08-31,,Dead,Japan,TRUE,
1602,1292,Genetic,1079,Genetic,Male,2,2004-08-22,2004-08-22,2004-08-29,,Dead,Japan,TRUE,
1603,,,,,Unknown,0,2004-08-19,2004-08-19,2004-09-08,,Dead,Japan,TRUE,
1604,,,,,Unknown,0,2004-08-16,2004-08-16,2004-09-11,,Dead,Japan,TRUE,
1605,,,1113,Observed,Male,1,2004-08-15,2004-08-15,2006-11-20,,Dead,Japan,TRUE,
1606,1048,Genetic,1118,Provisional Genetic,Male,2,2004-05-08,2004-05-08,2011-01-26,,Dead,Japan,TRUE,
1607,1257,Genetic,1089,Genetic,Female,2,2004-04-08,2004-04-08,,,Alive,Japan,TRUE,
1608,1356,Genetic,1232,Provisional Genetic,Male,2,2003-12-01,2003-12-01,2011-03-01,,Dead,Japan,TRUE,
1609,,,1153,Observed,Male,1,2003-12-01,2003-12-01,2006-01-05,,Dead,Japan,TRUE,
1610,1265,Genetic,1077,Provisional Genetic,Male,2,2004-02-01,2004-02-01,,,Alive,Japan,TRUE,
1611,,,1365,Observed,Female,1,2004-07-15,2004-07-15,2005-08-18,,Dead,Japan,TRUE,
1612,1257,Genetic,1106,Genetic,Female,2,2004-01-15,2004-01-15,,,Alive,Japan,TRUE,
1613,1265,Genetic,1397,Genetic,Female,2,2004-04-08,2004-04-08,,,Alive,Japan,TRUE,
1614,1292,Genetic,1191,Genetic,Female,2,2004-02-01,2004-02-01,,,Alive,Japan,TRUE,
1615,,,,,Female,0,2004-06-01,2004-06-01,2006-01-17,,Dead,Japan,TRUE,
1616,,,1409,Observed,Male,1,2004-03-01,2004-03-01,2004-12-22,,Dead,Japan,TRUE,
1617,1190,Genetic,1040,Provisional Genetic,Male,2,2004-02-15,2004-02-15,2011-03-03,,Dead,Japan,TRUE,
1618,1257,Genetic,1353,Genetic,Male,2,2004-02-15,2004-02-15,2011-01-18,,Dead,Japan,TRUE,
1619,1216,Genetic,1083,Genetic,Female,2,2004-02-15,2004-02-15,2013-03-08,,Dead,Japan,TRUE,
1620,1357,Genetic,1156,Genetic,Female,2,2004-03-08,2004-03-08,,,Alive,Japan,TRUE,
1621,1299,Genetic,1390,Genetic,Female,2,2004-05-15,2004-05-15,,,Alive,Japan,TRUE,
1622,,,1139,Observed,Female,1,2003-12-01,2003-12-01,2005-07-21,,Dead,Japan,TRUE,
1623,1200,Genetic,1043,Genetic,Female,2,2004-01-01,2004-01-01,,,Alive,Japan,TRUE,
1624,1257,Provisional Genetic,1074,Genetic,Female,2,2004-07-15,2004-07-15,2004-10-16,,Dead,Japan,TRUE,
1625,,,1134,Observed,Male,1,2004-04-08,2004-04-08,2005-07-28,,Dead,Japan,TRUE,
1626,,,846,Observed,Female,1,2004-05-08,2004-05-08,2005-01-03,,Dead,Japan,TRUE,
1627,,,1345,Observed,Male,1,2004-02-01,2004-02-01,2005-07-26,,Dead,Japan,TRUE,
1628,1250,Provisional Genetic,1110,Genetic,Female,2,2003-12-01,2003-12-01,,,Alive,Japan,TRUE,
1629,1309,Genetic,1369,Genetic,Male,2,2003-12-01,2003-12-01,,,Alive,Japan,TRUE,
1630,1241,Genetic,1143,Genetic,Female,2,2004-05-08,2004-05-08,2012-11-29,,Dead,Japan,TRUE,
1631,1182,Provisional Genetic,928,Genetic,Female,2,2004-06-01,2004-06-01,,,Alive,Japan,TRUE,
1632,,,1274,Observed,Male,1,2003-12-01,2003-12-01,2005-07-19,,Dead,Japan,TRUE,
1633,,,1418,Observed,Female,1,2004-04-08,2004-04-08,2006-01-04,,Dead,Japan,TRUE,
1634,1182,Provisional Genetic,1301,Genetic,Female,2,2004-07-15,2004-07-15,2012-11-19,,Dead,Japan,TRUE,
1635,1257,Genetic,1159,Genetic,Female,2,2004-04-08,2004-04-08,,,Alive,Japan,TRUE,
1636,1038,Genetic,1401,Genetic,Female,2,2004-05-08,2004-05-08,2013-05-14,,Dead,Japan,TRUE,
1637,,,1297,Observed,Male,1,2004-04-08,2004-04-08,2005-08-03,,Dead,Japan,TRUE,
1638,1250,Genetic,1291,Genetic,Male,2,2004-02-15,2004-02-15,2014-02-03,,Dead,Japan,TRUE,
1639,,,1293,Observed,Male,1,2004-05-08,2004-05-08,2005-08-16,,Dead,Japan,TRUE,
1640,,,1372,Observed,Male,1,2004-08-15,2004-08-15,2005-08-23,,Dead,Japan,TRUE,
1641,,,989,Observed,Female,1,2004-03-08,2004-03-08,2006-01-05,,Dead,Japan,TRUE,
1642,1292,Genetic,1082,Genetic,Female,2,2004-01-01,2004-01-01,,,Alive,Japan,TRUE,
1643,1182,Genetic,1025,Genetic,Male,2,2004-07-15,2004-07-15,,,Alive,Japan,TRUE,
1644,,,1351,Observed,Female,1,2004-03-08,2004-03-08,2005-07-27,,Dead,Japan,TRUE,
1645,,,1321,Observed,Male,1,2004-04-08,2004-04-08,2005-08-04,,Dead,Japan,TRUE,
1646,1216,Genetic,1109,Genetic,Male,2,2004-01-01,2004-01-01,2012-01-26,,Dead,Japan,TRUE,
1647,1031,Genetic,1098,Genetic,Female,2,2004-08-15,2004-08-15,,,Alive,Japan,TRUE,
1648,1257,Genetic,1099,Genetic,Male,2,2004-04-08,2004-04-08,,,Alive,Japan,TRUE,
1649,,,1367,Observed,Female,1,2004-04-08,2004-04-08,2005-08-11,,Dead,Japan,TRUE,
1650,1242,Genetic,1395,Genetic,Male,2,2004-06-01,2004-06-01,2008-10-03,,Dead,Japan,TRUE,
1651,1031,Genetic,1100,Genetic,Male,2,2003-12-01,2003-12-01,2011-06-22,,Dead,Japan,TRUE,
1652,,,1269,Observed,Female,1,2004-01-15,2004-01-15,2006-11-20,,Dead,Japan,TRUE,
1653,966,Genetic,1295,Genetic,Male,2,2004-01-15,2004-01-15,,,Alive,Japan,TRUE,
1654,1250,Genetic,991,Genetic,Female,2,2004-04-08,2004-04-08,,,Alive,Japan,TRUE,
1655,1292,Genetic,1064,Provisional Genetic,Male,2,2004-04-08,2004-04-08,2011-12-06,,Dead,Japan,TRUE,
1656,,,1340,Observed,Female,1,2003-12-01,2003-12-01,2005-07-20,,Dead,Japan,TRUE,
1657,,,,,Male,0,2004-09-01,2004-09-01,2005-01-07,,Dead,Japan,TRUE,
1658,1175,Observed,1350,Observed,Male,2,2005-04-19,2005-04-19,2005-04-19,,Dead,Japan,TRUE,
1659,,,,,Female,0,2005-04-26,2005-04-26,2005-04-26,,Dead,Japan,TRUE,
1660,1028,Observed,1307,Observed,Female,2,2005-05-09,2005-05-09,2005-05-09,,Dead,Japan,TRUE,
1661,1028,Observed,1315,Observed,Male,2,2005-05-25,2005-05-25,2005-05-25,,Dead,Japan,TRUE,
1662,1216,Observed,1339,Observed,Female,2,2005-05-14,2005-05-14,2005-06-21,,Dead,Japan,TRUE,
1663,1175,Observed,1298,Observed,Male,2,2005-05-04,2005-05-04,2005-06-14,,Dead,Japan,TRUE,
1664,,,,,Male,0,2005-06-01,2005-06-01,2005-06-09,,Dead,Japan,TRUE,
1665,1216,Observed,1335,Observed,Male,2,2005-06-02,2005-06-02,2005-07-06,,Dead,Japan,TRUE,
1666,1151,Observed,1303,Observed,Female,2,2005-06-15,2005-06-15,2005-06-15,,Dead,Japan,TRUE,
1667,1175,Observed,1320,Observed,Male,2,2005-06-12,2005-06-12,2005-07-13,,Dead,Japan,TRUE,
1668,,,,,Female,0,2005-07-22,2005-07-22,2005-07-22,,Dead,Japan,TRUE,
1669,,,,,Male,0,2005-06-15,2005-06-15,2005-07-02,,Dead,Japan,TRUE,
1670,,,,,Unknown,0,2005-03-01,2005-03-01,2005-03-07,,Dead,Japan,TRUE,
1671,1180,Observed,1353,Observed,Male,2,2005-07-12,2005-07-12,2005-08-10,,Dead,Japan,TRUE,
1672,1216,Observed,1293,Observed,Female,2,2005-07-23,2005-07-23,2005-08-03,,Dead,Japan,TRUE,
1673,,,,,Male,0,2005-07-26,2005-07-26,2005-07-29,,Dead,Japan,TRUE,
1674,1216,Observed,1340,Observed,Female,2,2005-07-23,2005-07-23,2005-08-24,,Dead,Japan,TRUE,
1675,1175,Observed,1139,Observed,Male,2,2005-07-29,2005-07-29,2005-08-30,,Dead,Japan,TRUE,
1676,,,,,Female,0,2005-08-08,2005-08-08,2005-09-16,,Dead,Japan,TRUE,
1677,1242,Genetic,1457,Genetic,Female,2,2005-06-01,2005-06-01,2006-10-10,,Dead,Japan,TRUE,
1678,1257,Genetic,1174,Genetic,Female,2,2005-06-01,2005-06-01,,,Alive,Japan,TRUE,
1679,1299,Genetic,1475,Provisional Genetic,Female,2,2005-09-01,2005-09-01,2006-01-15,,Dead,Japan,TRUE,
1680,1257,Genetic,1398,Genetic,Male,2,2005-05-01,2005-05-01,2006-10-06,,Dead,Japan,TRUE,
1681,1404,Genetic,1456,Genetic,Male,2,2004-11-01,2004-11-01,2006-09-21,,Dead,Japan,TRUE,
1682,1250,Genetic,991,Genetic,Female,2,2005-05-15,2005-05-15,,,Alive,Japan,TRUE,
1683,1257,Genetic,989,Genetic,Female,2,2005-09-01,2005-09-01,2006-01-11,,Dead,Japan,TRUE,
1684,1257,Genetic,1159,Genetic,Female,2,2005-05-15,2005-05-15,,,Alive,Japan,TRUE,
1685,1219,Genetic,1291,Genetic,Male,2,2005-03-15,2005-03-15,2011-03-02,,Dead,Japan,TRUE,
1686,1332,Genetic,1305,Genetic,Female,2,2005-05-15,2005-05-15,2005-10-29,,Dead,Japan,TRUE,
1687,1257,Genetic,1416,Genetic,Male,2,2004-12-15,2004-12-15,2006-10-18,,Dead,Japan,TRUE,
1688,1396,Genetic,1295,Genetic,Male,2,2005-03-01,2005-03-01,,,Alive,Japan,TRUE,
1689,1200,Genetic,1401,Genetic,Male,2,2005-03-01,2005-03-01,2006-10-12,,Dead,Japan,TRUE,
1690,1360,Genetic,1394,Genetic,Male,2,2005-01-15,2005-01-15,2006-12-07,,Dead,Japan,TRUE,
1691,1292,Genetic,1079,Genetic,Female,2,2005-03-15,2005-03-15,2006-09-27,,Dead,Japan,TRUE,
1692,1396,Genetic,1243,Genetic,Male,2,2005-01-15,2005-01-15,2006-12-07,,Dead,Japan,TRUE,
1693,1250,Genetic,1100,Provisional Genetic,Male,2,2004-11-01,2004-11-01,2012-01-19,,Dead,Japan,TRUE,
1694,1356,Genetic,1106,Genetic,Male,2,2004-11-01,2004-11-01,2006-09-19,,Dead,Japan,TRUE,
1695,1108,Genetic,1466,Provisional Genetic,Female,2,2005-04-15,2005-04-15,,,Alive,Japan,TRUE,
1696,1242,Genetic,1389,Genetic,Male,2,2005-02-15,2005-02-15,2006-12-07,,Dead,Japan,TRUE,
1697,1257,Genetic,1040,Provisional Genetic,Male,2,2004-12-15,2004-12-15,2012-01-23,,Dead,Japan,TRUE,
1698,1242,Genetic,1067,Provisional Genetic,Male,2,2004-12-15,2004-12-15,2007-05-08,,Dead,Japan,TRUE,
1699,1184,Genetic,1446,Genetic,Female,2,2005-02-15,2005-02-15,,,Alive,Japan,TRUE,
1700,1292,Genetic,1102,Genetic,Male,2,2004-12-15,2004-12-15,2006-09-13,,Dead,Japan,TRUE,
1701,1292,Genetic,1109,Genetic,Female,2,2005-03-15,2005-03-15,,,Alive,Japan,TRUE,
1702,1257,Genetic,1451,Genetic,Male,2,2005-05-15,2005-05-15,2006-02-02,,Dead,Japan,TRUE,
1703,1311,Genetic,1077,Genetic,Female,2,2005-02-15,2005-02-15,2005-11-26,,Dead,Japan,TRUE,
1704,1360,Genetic,1443,Genetic,Male,2,2004-11-01,2004-11-01,2006-09-20,,Dead,Japan,TRUE,
1705,1292,Genetic,1074,Genetic,Female,2,2004-10-01,2004-10-01,,,Alive,Japan,TRUE,
1706,1349,Genetic,1302,Genetic,Male,2,2004-11-01,2004-11-01,2006-09-22,,Dead,Japan,TRUE,
1707,1311,Genetic,1096,Genetic,Female,2,2004-11-01,2004-11-01,2005-10-20,,Dead,Japan,TRUE,
1708,1180,Genetic,1227,Genetic,Male,2,2004-10-01,2004-10-01,,,Alive,Japan,TRUE,
1709,1250,Genetic,1419,Genetic,Male,2,2005-01-15,2005-01-15,2006-08-12,,Dead,Japan,TRUE,
1710,1241,Genetic,1143,Genetic,Female,2,2005-04-15,2005-04-15,2011-01-05,,Dead,Japan,TRUE,
1711,1292,Genetic,1082,Genetic,Female,2,2004-12-15,2004-12-15,2012-08-02,,Dead,Japan,TRUE,
1712,1260,Genetic,1369,Genetic,Male,2,2005-02-15,2005-02-15,2013-12-21,,Dead,Japan,TRUE,
1713,1257,Genetic,1388,Genetic,Male,2,2005-03-01,2005-03-01,2011-03-04,,Dead,Japan,TRUE,
1714,1038,Genetic,1420,Provisional Genetic,Female,2,2005-03-01,2005-03-01,,,Alive,Japan,TRUE,
1715,1360,Genetic,1334,Genetic,Male,2,2004-12-15,2004-12-15,2012-01-18,,Dead,Japan,TRUE,
1716,1332,Genetic,1304,Genetic,Female,2,2004-12-15,2004-12-15,2009-12-04,,Dead,Japan,TRUE,
1717,1257,Genetic,1113,Genetic,Female,2,2005-05-15,2005-05-15,,,Alive,Japan,TRUE,
1718,1361,Genetic,1191,Genetic,Male,2,2005-05-15,2005-05-15,2005-10-13,,Dead,Japan,TRUE,
1719,995,Genetic,1402,Genetic,Male,2,2005-04-15,2005-04-15,2006-09-28,,Dead,Japan,TRUE,
1720,,,1077,Observed,Male,1,2006-01-31,2006-01-31,2006-01-31,,Dead,Japan,TRUE,
1721,1200,Observed,1340,Observed,Female,2,2006-04-05,2006-04-05,2006-04-05,,Dead,Japan,TRUE,
1722,1200,Observed,1293,Observed,Female,2,2006-04-06,2006-04-06,2006-04-06,,Dead,Japan,TRUE,
1723,1200,Observed,1274,Observed,Male,2,2006-04-11,2006-04-11,2006-04-11,,Dead,Japan,TRUE,
1724,1216,Genetic,1351,Genetic,Female,2,2006-04-10,2006-04-10,2006-04-15,,Dead,Japan,TRUE,
1725,,,1314,Observed,Female,1,2006-04-17,2006-04-17,2006-04-17,,Dead,Japan,TRUE,
1726,,,1339,Observed,Male,1,2006-04-12,2006-04-12,2006-05-11,,Dead,Japan,TRUE,
1727,,,1365,Observed,Male,1,2006-04-07,2006-04-07,2006-05-10,,Dead,Japan,TRUE,
1728,,,1369,Observed,Female,1,2006-04-24,2006-04-24,2006-04-24,,Dead,Japan,TRUE,
1729,,,1300,Observed,Female,1,2006-04-25,2006-04-25,2006-04-25,,Dead,Japan,TRUE,
1730,,,1134,Observed,Male,1,2006-04-25,2006-04-25,2006-04-27,,Dead,Japan,TRUE,
1731,1175,Observed,1353,Observed,Female,2,2006-04-26,2006-04-26,2006-04-26,,Dead,Japan,TRUE,
1732,,,1301,Observed,Male,1,2006-04-27,2006-04-27,2006-04-27,,Dead,Japan,TRUE,
1733,,,1390,Observed,Male,1,2006-04-28,2006-04-28,2006-04-28,,Dead,Japan,TRUE,
1734,,,1193,Observed,Male,1,2006-05-01,2006-05-01,2006-05-01,,Dead,Japan,TRUE,
1735,,,1217,Observed,Male,1,2006-05-03,2006-05-03,2006-05-03,,Dead,Japan,TRUE,
1736,1413,Observed,1474,Observed,Female,2,2006-05-04,2006-05-04,2006-05-04,,Dead,Japan,TRUE,
1737,,,1132,Observed,Male,1,2006-05-05,2006-05-05,2006-05-05,,Dead,Japan,TRUE,
1738,,,1370,Observed,Male,1,2006-05-08,2006-05-08,2006-05-08,,Dead,Japan,TRUE,
1739,,,1310,Observed,Female,1,2006-05-12,2006-05-12,2006-05-12,,Dead,Japan,TRUE,
1740,,,1307,Observed,Male,1,2006-05-15,2006-05-15,2006-05-15,,Dead,Japan,TRUE,
1741,,,1106,Observed,Female,1,2006-05-16,2006-05-16,2006-05-16,,Dead,Japan,TRUE,
1742,1175,Observed,1321,Observed,Female,2,2006-05-05,2006-05-05,2006-06-05,,Dead,Japan,TRUE,
1743,1175,Observed,1350,Observed,Male,2,2006-04-24,2006-04-24,2006-05-25,,Dead,Japan,TRUE,
1744,1175,Observed,1320,Observed,Male,2,2006-05-09,2006-05-09,2006-06-08,,Dead,Japan,TRUE,
1745,1175,Observed,1367,Observed,Male,2,2006-05-08,2006-05-08,2006-06-07,,Dead,Japan,TRUE,
1746,,,1372,Observed,Male,1,2006-05-18,2006-05-18,2006-05-18,,Dead,Japan,TRUE,
1747,,,1335,Observed,Female,1,2006-05-19,2006-05-19,2006-05-19,,Dead,Japan,TRUE,
1748,,,1397,Observed,Male,1,2006-06-05,2006-06-05,2006-06-05,,Dead,Japan,TRUE,
1749,,,,,Male,0,2006-05-29,2006-05-29,2006-05-31,,Dead,Japan,TRUE,
1750,,,1395,Observed,Female,1,2006-06-02,2006-06-02,2006-06-02,,Dead,Japan,TRUE,
1751,,,1269,Observed,Male,1,2006-06-07,2006-06-07,2006-06-07,,Dead,Japan,TRUE,
1752,,,1191,Observed,Male,1,2006-06-09,2006-06-09,2006-06-09,,Dead,Japan,TRUE,
1753,,,1317,Observed,Female,1,2006-06-12,2006-06-12,2006-06-12,,Dead,Japan,TRUE,
1754,,,1389,Observed,Female,1,2006-06-13,2006-06-13,2006-06-13,,Dead,Japan,TRUE,
1755,1378,Observed,1379,Observed,Male,2,2006-08-18,2006-08-18,2010-06-15,,Dead,Japan,TRUE,
1756,1342,Genetic,1513,Genetic,Female,2,2006-05-15,2006-05-15,,,Alive,Japan,TRUE,
1757,1257,Genetic,1153,Genetic,Male,2,2006-03-06,2006-03-06,2013-02-20,,Dead,Japan,TRUE,
1758,1332,Genetic,1118,Provisional Genetic,Male,2,2006-04-15,2006-04-15,2008-11-30,,Dead,Japan,TRUE,
1759,1361,Genetic,1437,Genetic,Female,2,2006-04-15,2006-04-15,,,Alive,Japan,TRUE,
1760,1349,Genetic,1305,Genetic,Female,2,2006-03-15,2006-03-15,,,Alive,Japan,TRUE,
