Id,Sire,Sire Type,Dam,Dam Type,Sex,Number of Parents Known,Birth,Arrival At Center,Death,Departure,Status,ancestry,From Center?,Origin 
1761,,,,,Male,0,2006-06-01,2006-06-01,2007-03-12,,Dead,Japan,TRUE,
1762,1415,Genetic,1450,Genetic,Female,2,2006-03-15,2006-03-15,,,Alive,Japan,TRUE,
1763,1360,Genetic,1504,Genetic,Male,2,2006-04-15,2006-04-15,2014-01-06,,Dead,Japan,TRUE,
1764,1112,Genetic,1503,Genetic,Male,2,2006-03-15,2006-03-15,2007-11-09,,Dead,Japan,TRUE,
1765,1257,Genetic,1417,Genetic,Male,2,2006-02-15,2006-02-15,2011-06-29,,Dead,Japan,TRUE,
1766,1257,Genetic,1099,Genetic,Male,2,2006-02-15,2006-02-15,,,Alive,Japan,TRUE,
1767,1332,Genetic,1409,Genetic,Female,2,2006-01-15,2006-01-15,,,Alive,Japan,TRUE,
1768,1257,Provisional Genetic,1444,Genetic,Male,2,2006-02-15,2006-02-15,2011-06-30,,Dead,Japan,TRUE,
1769,1306,Genetic,1098,Genetic,Female,2,2006-05-15,2006-05-15,,,Alive,Japan,TRUE,
1770,1360,Genetic,1500,Genetic,Female,2,2006-05-15,2006-05-15,,,Alive,Japan,TRUE,
1771,1309,Genetic,1472,Genetic,Male,2,2006-06-01,2006-06-01,2012-08-26,,Dead,Japan,TRUE,
1772,,,1492,Observed,Male,1,2006-04-15,2006-04-15,2007-02-02,,Dead,Japan,TRUE,
1773,1404,Genetic,1334,Provisional Genetic,Male,2,2006-03-15,2006-03-15,2011-06-29,,Dead,Japan,TRUE,
1774,1439,Genetic,1100,Genetic,Female,2,2006-03-15,2006-03-15,,,Alive,Japan,TRUE,
1775,1031,Genetic,1110,Genetic,Female,2,2006-03-15,2006-03-15,,,Alive,Japan,TRUE,
1776,1112,Genetic,1040,Provisional Genetic,Male,2,2006-01-15,2006-01-15,2010-07-13,,Dead,Japan,TRUE,
1777,1257,Genetic,1475,Genetic,Male,2,2006-04-15,2006-04-15,2011-07-13,,Dead,Japan,TRUE,
1778,1332,Genetic,1261,Genetic,Male,2,2006-04-15,2006-04-15,2014-04-02,,Dead,Japan,TRUE,
1779,1439,Genetic,1520,Genetic,Female,2,2006-05-15,2006-05-15,,,Alive,Japan,TRUE,
1780,1257,Genetic,1082,Genetic,Male,2,2006-03-15,2006-03-15,2011-07-14,,Dead,Japan,TRUE,
1781,,,989,Observed,Unknown,1,2006-12-05,2006-12-05,2006-12-05,,Dead,Japan,TRUE,
1782,,,1314,Observed,Female,1,2007-02-13,2007-02-13,2007-02-13,,Dead,Japan,TRUE,
1783,,,1443,Observed,Female,1,2007-02-16,2007-02-16,2007-02-16,,Dead,Japan,TRUE,
1784,,,1401,Observed,Male,1,2007-03-02,2007-03-02,2007-03-02,,Dead,Japan,TRUE,
1785,,,1106,Observed,Female,1,2007-03-06,2007-03-06,2007-03-06,,Dead,Japan,TRUE,
1786,,,1367,Observed,Female,1,2007-03-08,2007-03-08,2007-03-08,,Dead,Japan,TRUE,
1787,,,1310,Observed,Female,1,2007-03-14,2007-03-14,2007-03-14,,Dead,Japan,TRUE,
1788,,,1302,Observed,Male,1,2007-03-15,2007-03-15,2007-03-15,,Dead,Japan,TRUE,
1789,,,1217,Observed,Female,1,2007-03-21,2007-03-21,2007-03-21,,Dead,Japan,TRUE,
1790,,,1300,Observed,Female,1,2007-03-22,2007-03-22,2007-03-22,,Dead,Japan,TRUE,
1791,,,1307,Observed,Female,1,2007-03-28,2007-03-28,2007-03-28,,Dead,Japan,TRUE,
1792,,,1317,Observed,Female,1,2007-04-03,2007-04-03,2007-04-03,,Dead,Japan,TRUE,
1793,,,1416,Observed,Female,1,2007-02-28,2007-02-28,2008-04-21,,Dead,Japan,TRUE,
1794,,,1293,Observed,Male,1,2007-03-20,2007-03-20,2008-04-21,,Dead,Japan,TRUE,
1795,,,1193,Observed,Male,1,2007-04-11,2007-04-11,2007-04-11,,Dead,Japan,TRUE,
1796,,,1134,Observed,Female,1,2007-04-17,2007-04-17,2007-04-17,,Dead,Japan,TRUE,
1797,,,1286,Observed,Male,1,2007-04-27,2007-04-27,2007-04-27,,Dead,Japan,TRUE,
1798,,,1269,Observed,Female,1,2007-04-08,2007-04-08,2008-04-22,,Dead,Japan,TRUE,
1799,,,1339,Observed,Male,1,2007-04-09,2007-04-09,2008-04-23,,Dead,Japan,TRUE,
1800,,,1340,Observed,Male,1,2007-04-09,2007-04-09,2008-04-24,,Dead,Japan,TRUE,
1801,,,1397,Observed,Female,1,2007-05-11,2007-05-11,2007-05-11,,Dead,Japan,TRUE,
1802,,,1179,Observed,Female,1,2007-05-15,2007-05-15,2007-05-15,,Dead,Japan,TRUE,
1803,,,1456,Observed,Female,1,2007-05-05,2007-05-05,2008-06-02,,Dead,Japan,TRUE,
1804,,,1297,Observed,Female,1,2007-04-21,2007-04-21,2008-04-24,,Dead,Japan,TRUE,
1805,,,1274,Observed,Male,1,2007-04-24,2007-04-24,2008-04-25,,Dead,Japan,TRUE,
1806,,,1351,Observed,Male,1,2007-05-14,2007-05-14,2008-06-04,,Dead,Japan,TRUE,
1807,,,1191,Observed,Male,1,2007-04-22,2007-04-22,2008-04-25,,Dead,Japan,TRUE,
1808,,,1390,Observed,Male,1,2007-04-25,2007-04-25,2008-06-02,,Dead,Japan,TRUE,
1809,,,1301,Observed,Female,1,2007-05-06,2007-05-06,2008-06-03,,Dead,Japan,TRUE,
1810,,,1398,Observed,Female,1,2007-05-06,2007-05-06,2008-06-03,,Dead,Japan,TRUE,
1811,,,1319,Observed,Female,1,2007-06-08,2007-06-08,2007-06-08,,Dead,Japan,TRUE,
1812,,,,,Unknown,0,2007-06-23,2007-06-23,2007-06-23,,Dead,Japan,TRUE,
1813,,,1369,Observed,Male,1,2007-05-25,2007-05-25,2008-06-05,,Dead,Japan,TRUE,
1814,,,1245,Observed,Female,1,2007-05-29,2007-05-29,2008-06-06,,Dead,Japan,TRUE,
1815,,,1353,Observed,Male,1,2007-07-11,2007-07-11,2007-07-19,,Dead,Japan,TRUE,
1816,,,,,Female,0,2007-05-18,2007-05-18,2007-07-20,,Dead,Japan,TRUE,
1817,,,1303,Observed,Female,1,2007-07-11,2007-07-11,2008-08-05,,Dead,Japan,TRUE,
1818,,,1365,Observed,Male,1,2007-08-02,2007-08-02,2008-08-06,,Dead,Japan,TRUE,
1819,1439,Genetic,1096,Genetic,Male,2,2007-01-01,2007-01-01,2011-07-18,,Dead,Japan,TRUE,
1820,1400,Genetic,1431,Observed,Male,2,2007-03-01,2007-03-01,2013-10-08,,Dead,Japan,TRUE,
1821,1439,Genetic,1402,Genetic,Female,2,2007-03-15,2007-03-15,,,Alive,Japan,TRUE,
1822,1387,Genetic,1463,Genetic,Male,2,2007-04-15,2007-04-15,2007-12-28,,Dead,Japan,TRUE,
1823,1368,Genetic,1489,Genetic,Male,2,2007-04-15,2007-04-15,2008-04-22,,Dead,Japan,TRUE,
1824,1180,Genetic,1089,Genetic,Female,2,2007-01-01,2007-01-01,,,Alive,Japan,TRUE,
1825,1439,Genetic,1102,Provisional Genetic,Male,2,2007-01-01,2007-01-01,2011-07-14,,Dead,Japan,TRUE,
1826,1436,Provisional Genetic,1243,Genetic,Female,2,2007-03-01,2007-03-01,,,Alive,Japan,TRUE,
1827,1415,Genetic,1291,Genetic,Male,2,2007-02-01,2007-02-01,,,Alive,Japan,TRUE,
1828,1332,Genetic,1174,Genetic,Male,2,2007-02-15,2007-02-15,2013-12-21,,Dead,Japan,TRUE,
1829,1257,Genetic,1500,Genetic,Male,2,2007-05-01,2007-05-01,2011-07-05,,Dead,Japan,TRUE,
1830,1360,Genetic,1100,Genetic,Male,2,2007-04-15,2007-04-15,2008-04-23,,Dead,Japan,TRUE,
1831,1464,Genetic,1232,Genetic,Male,2,2007-01-15,2007-01-15,,,Alive,Japan,TRUE,
1832,1396,Genetic,1466,Genetic,Male,2,2007-04-15,2007-04-15,,,Alive,Japan,TRUE,
1833,1048,Genetic,1409,Genetic,Female,2,2007-05-15,2007-05-15,2008-06-04,,Dead,Japan,TRUE,
1834,1439,Genetic,1099,Genetic,Male,2,2007-04-15,2007-04-15,2011-07-06,,Dead,Japan,TRUE,
1835,1439,Genetic,1109,Genetic,Female,2,2007-03-01,2007-03-01,,,Alive,Japan,TRUE,
1836,1366,Genetic,1040,Provisional Genetic,Male,2,2007-04-01,2007-04-01,,,Alive,Japan,TRUE,
1837,1439,Genetic,1153,Genetic,Female,2,2007-04-15,2007-04-15,,,Alive,Japan,TRUE,
1838,1439,Genetic,1388,Genetic,Male,2,2007-04-15,2007-04-15,,,Alive,Japan,TRUE,
1839,1361,Genetic,1488,Genetic,Male,2,2007-04-01,2007-04-01,2014-07-28,,Dead,Japan,TRUE,
1840,1387,Genetic,1491,Genetic,Female,2,2007-05-15,2007-05-15,2008-06-05,,Dead,Japan,TRUE,
1841,1439,Genetic,1492,Genetic,Male,2,2007-05-15,2007-05-15,2011-07-01,,Dead,Japan,TRUE,
1842,1257,Genetic,1462,Genetic,Female,2,2007-04-15,2007-04-15,,,Alive,Japan,TRUE,
1843,1342,Genetic,1505,Genetic,Female,2,2007-05-01,2007-05-01,2008-01-16,,Dead,Japan,TRUE,
1844,1038,Genetic,1420,Genetic,Male,2,2007-04-15,2007-04-15,2011-07-11,,Dead,Japan,TRUE,
1845,1031,Genetic,1074,Genetic,Female,2,2007-04-15,2007-04-15,,,Alive,Japan,TRUE,
1846,1180,Genetic,1227,Genetic,Female,2,2007-04-15,2007-04-15,,,Alive,Japan,TRUE,
1847,1421,Genetic,1334,Genetic,Female,2,2007-05-01,2007-05-01,,,Alive,Japan,TRUE,
1848,1362,Genetic,1082,Genetic,Male,2,2007-03-01,2007-03-01,2014-08-03,,Dead,Japan,TRUE,
1849,,,1443,Observed,Female,1,2008-02-20,2008-02-20,2008-02-20,,Dead,Japan,TRUE,
1850,,,1397,Observed,Male,1,2008-02-27,2008-02-27,2008-02-27,,Dead,Japan,TRUE,
1851,,,1450,Observed,Female,1,2008-03-13,2008-03-13,2008-03-13,,Dead,Japan,TRUE,
1852,,,1302,Observed,Female,1,2008-03-14,2008-03-14,2008-03-14,,Dead,Japan,TRUE,
1853,,,1335,Observed,Female,1,2008-04-01,2008-04-01,2008-04-01,,Dead,Japan,TRUE,
1854,,,1319,Observed,Female,1,2008-04-10,2008-04-10,2008-04-10,,Dead,Japan,TRUE,
1855,,,1401,Observed,Male,1,2008-04-15,2008-04-15,2008-04-15,,Dead,Japan,TRUE,
1856,,,1191,Observed,Male,1,2008-04-16,2008-04-16,2008-04-16,,Dead,Japan,TRUE,
1857,,,1297,Observed,Male,1,2008-04-18,2008-04-18,2008-04-18,,Dead,Japan,TRUE,
1858,,,1134,Observed,Male,1,2008-04-29,2008-04-29,2008-04-29,,Dead,Japan,TRUE,
1859,,,1340,Observed,Female,1,2008-04-30,2008-04-30,2008-04-30,,Dead,Japan,TRUE,
1860,,,1350,Observed,Male,1,2008-05-01,2008-05-01,2008-05-01,,Dead,Japan,TRUE,
1861,,,1310,Observed,Female,1,2008-04-02,2008-04-02,2009-06-18,,Dead,Japan,TRUE,
1862,,,1217,Observed,Female,1,2008-05-04,2008-05-04,2008-05-04,,Dead,Japan,TRUE,
1863,,,1298,Observed,Male,1,2008-05-06,2008-05-06,2008-05-06,,Dead,Japan,TRUE,
1864,,,1345,Observed,Female,1,2008-05-12,2008-05-12,2008-05-12,,Dead,Japan,TRUE,
1865,,,1320,Observed,Male,1,2008-05-12,2008-05-12,2008-05-12,,Dead,Japan,TRUE,
1866,,,1463,Observed,Female,1,2008-05-20,2008-05-20,2008-05-20,,Dead,Japan,TRUE,
1867,,,1274,Observed,Male,1,2008-05-21,2008-05-21,2008-05-21,,Dead,Japan,TRUE,
1868,,,1504,Observed,Female,1,2008-05-22,2008-05-22,2008-05-22,,Dead,Japan,TRUE,
1869,,,,,Female,0,2008-05-24,2008-05-24,2008-05-24,,Dead,Japan,TRUE,
1870,,,1416,Observed,Male,1,2008-04-30,2008-04-30,2009-06-16,,Dead,Japan,TRUE,
1871,,,1339,Observed,Male,1,2008-06-04,2008-06-04,2008-06-23,,Dead,Japan,TRUE,
1872,,,1367,Observed,Male,1,2008-06-08,2008-06-08,2009-08-04,,Dead,Japan,TRUE,
1873,,,1139,Observed,Female,1,2008-06-07,2008-06-07,2009-06-19,,Dead,Japan,TRUE,
1874,,,1321,Observed,Female,1,2008-05-26,2008-05-26,2009-06-17,,Dead,Japan,TRUE,
1875,,,1444,Observed,Female,1,2008-06-07,2008-06-07,2009-06-18,,Dead,Japan,TRUE,
1876,,,1269,Observed,Female,1,2008-06-03,2008-06-03,2009-08-03,,Dead,Japan,TRUE,
1877,,,1456,Observed,Male,1,2008-07-01,2008-07-01,2008-07-01,,Dead,Japan,TRUE,
1878,,,1353,Observed,Male,1,2008-07-03,2008-07-03,2008-07-03,,Dead,Japan,TRUE,
1879,,,1409,Observed,Male,1,2008-07-07,2008-07-07,2008-07-07,,Dead,Japan,TRUE,
1880,,,1245,Observed,Female,1,2008-07-11,2008-07-11,2008-07-11,,Dead,Japan,TRUE,
1881,,,,,Male,0,2008-06-19,2008-06-19,2008-07-14,,Dead,Japan,TRUE,
1882,,,,,Female,0,2008-06-19,2008-06-19,2008-07-14,,Dead,Japan,TRUE,
1883,,,1300,Observed,Male,1,2008-06-22,2008-06-22,2009-08-06,,Dead,Japan,TRUE,
1884,,,1193,Observed,Female,1,2008-06-19,2008-06-19,2009-08-05,,Dead,Japan,TRUE,
1885,,,1293,Observed,Male,1,2008-07-14,2008-07-14,2009-08-07,,Dead,Japan,TRUE,
1886,,,,,Female,0,2008-07-15,2008-07-15,2008-08-19,,Dead,Japan,TRUE,
1887,1519,Genetic,1613,Genetic,Female,2,2008-08-08,2008-08-08,,,Alive,Japan,TRUE,
1888,,,1503,Observed,Female,1,2008-05-08,2008-05-08,2009-04-23,,Dead,Japan,TRUE,
1889,,,1388,Observed,Male,1,2008-06-08,2008-06-08,2009-08-04,,Dead,Japan,TRUE,
1890,,,1334,Observed,Male,1,2008-06-08,2008-06-08,2009-08-03,,Dead,Japan,TRUE,
1891,,,1291,Observed,Male,1,2008-06-08,2008-06-08,2009-06-16,,Dead,Japan,TRUE,
1892,,,1437,Observed,Female,1,2008-06-08,2008-06-08,2009-06-17,,Dead,Japan,TRUE,
1893,1562,Genetic,1417,Genetic,Male,2,2008-06-08,2008-06-08,2009-04-27,,Dead,Japan,TRUE,
1894,,,1621,Observed,Female,1,2008-06-08,2008-06-08,2009-08-07,,Dead,Japan,TRUE,
1895,1361,Genetic,1628,Genetic,Male,2,2008-06-08,2008-06-08,2009-06-03,,Dead,Japan,TRUE,
1896,,,1654,Observed,Female,1,2008-06-08,2008-06-08,2009-08-05,,Dead,Japan,TRUE,
1897,,,1419,Observed,Male,1,2008-06-08,2008-06-08,2009-06-15,,Dead,Japan,TRUE,
1898,1469,Genetic,1174,Genetic,Male,2,2008-06-08,2008-06-08,2013-01-07,,Dead,Japan,TRUE,
1899,1439,Genetic,1040,Genetic,Female,2,2008-05-08,2008-05-08,2008-12-12,,Dead,Japan,TRUE,
1900,1387,Genetic,1635,Genetic,Male,2,2008-07-15,2008-07-15,,,Alive,Japan,TRUE,
1901,1400,Genetic,1475,Provisional Genetic,Male,2,2008-02-01,2008-02-01,2013-02-04,,Dead,Japan,TRUE,
1902,,,1520,Observed,Male,1,2008-02-01,2008-02-01,2009-02-04,,Dead,Japan,TRUE,
1903,1042,Genetic,1098,Genetic,Female,2,2008-02-01,2008-02-01,2014-02-13,,Dead,Japan,TRUE,
1904,,,1110,Observed,Female,1,2008-02-01,2008-02-01,2009-03-30,,Dead,Japan,TRUE,
1905,1400,Genetic,989,Genetic,Female,2,2008-03-01,2008-03-01,,,Alive,Japan,TRUE,
1906,1439,Genetic,1074,Genetic,Male,2,2008-03-01,2008-03-01,,,Alive,Japan,TRUE,
1907,1439,Genetic,1082,Genetic,Male,2,2008-03-01,2008-03-01,2012-06-04,,Dead,Japan,TRUE,
1908,1469,Genetic,1261,Genetic,Male,2,2008-03-01,2008-03-01,,,Alive,Japan,TRUE,
1909,1515,Genetic,1153,Genetic,Male,2,2008-03-01,2008-03-01,2012-12-28,,Dead,Japan,TRUE,
1910,1464,Genetic,1109,Genetic,Female,2,2008-03-15,2008-03-15,,,Alive,Japan,TRUE,
1911,1439,Genetic,1118,Genetic,Female,2,2008-02-15,2008-02-15,,,Alive,Japan,TRUE,
1912,1396,Genetic,1275,Genetic,Male,2,2008-03-01,2008-03-01,2013-12-03,,Dead,Japan,TRUE,
1913,1439,Genetic,1243,Genetic,Female,2,2008-03-01,2008-03-01,,,Alive,Japan,TRUE,
1914,1464,Genetic,1100,Genetic,Male,2,2008-03-01,2008-03-01,2011-07-15,,Dead,Japan,TRUE,
1915,1439,Genetic,1232,Genetic,Male,2,2008-02-01,2008-02-01,2011-07-01,,Dead,Japan,TRUE,
1916,,,,,Female,0,2008-03-01,2008-03-01,2008-12-04,,Dead,Japan,TRUE,
1917,1439,Genetic,1305,Genetic,Female,2,2008-02-01,2008-02-01,,,Alive,Japan,TRUE,
1918,1439,Genetic,1099,Genetic,Male,2,2008-02-15,2008-02-15,,,Alive,Japan,TRUE,
1919,1439,Genetic,1096,Genetic,Female,2,2008-03-01,2008-03-01,2013-11-13,,Dead,Japan,TRUE,
1920,1516,Genetic,1102,Genetic,Male,2,2008-03-15,2008-03-15,2011-07-15,,Dead,Japan,TRUE,
1921,1507,Genetic,1612,Genetic,Female,2,2008-03-15,2008-03-15,2011-06-06,,Dead,Japan,TRUE,
1922,,,1457,Observed,Female,1,2010-03-23,2010-03-23,2010-03-23,,Dead,Japan,TRUE,
1923,,,,,Female,0,2009-07-15,2009-07-15,2009-08-05,,Dead,Japan,TRUE,
1924,,,1302,Observed,Female,1,2009-04-14,2009-04-14,2009-04-14,,Dead,Japan,TRUE,
1925,,,1463,Observed,Female,1,2009-04-30,2009-04-30,2009-04-30,,Dead,Japan,TRUE,
1926,,,1298,Observed,Female,1,2009-04-30,2009-04-30,2009-04-30,,Dead,Japan,TRUE,
1927,,,1106,Observed,Male,1,2009-05-01,2009-05-01,2009-05-01,,Dead,Japan,TRUE,
1928,,,1443,Observed,Female,1,2009-04-01,2009-04-01,2010-05-21,,Dead,Japan,TRUE,
1929,,,1301,Observed,Female,1,2009-05-12,2009-05-12,2009-05-12,,Dead,Japan,TRUE,
1930,,,1351,Observed,Female,1,2009-04-17,2009-04-17,2010-05-24,,Dead,Japan,TRUE,
1931,,,1245,Observed,Male,1,2009-04-29,2009-04-29,2010-05-27,,Dead,Japan,TRUE,
1932,,,1303,Observed,Male,1,2009-04-23,2009-04-23,2010-05-25,,Dead,Japan,TRUE,
1933,,,1401,Observed,Female,1,2009-04-27,2009-04-27,2010-05-26,,Dead,Japan,TRUE,
1934,,,,,Male,0,2009-04-01,2009-04-01,2009-05-30,,Dead,Japan,TRUE,
1935,,,1321,Observed,Male,1,2009-06-04,2009-06-04,2009-06-04,,Dead,Japan,TRUE,
1936,,,1454,Observed,Male,1,2009-05-12,2009-05-12,2010-05-27,,Dead,Japan,TRUE,
1937,,,1450,Observed,Female,1,2009-05-20,2009-05-20,2010-05-28,,Dead,Japan,TRUE,
1938,,,1297,Observed,Male,1,2009-06-19,2009-06-19,2009-06-19,,Dead,Japan,TRUE,
1939,,,1504,Observed,Female,1,2009-05-23,2009-05-23,2009-11-19,,Dead,Japan,TRUE,
1940,,,1409,Observed,Male,1,2009-05-24,2009-05-24,2010-05-28,,Dead,Japan,TRUE,
1941,,,1345,Observed,Female,1,2009-05-30,2009-05-30,2010-08-23,,Dead,Japan,TRUE,
1942,,,,,Female,0,2009-07-03,2009-07-03,2009-07-03,,Dead,Japan,TRUE,
1943,,,1339,Observed,Female,1,2009-06-05,2009-06-05,2010-08-24,,Dead,Japan,TRUE,
1944,,,1353,Observed,Female,1,2009-07-09,2009-07-09,2009-07-09,,Dead,Japan,TRUE,
1945,,,,,Female,0,2009-07-18,2009-07-18,2009-07-19,,Dead,Japan,TRUE,
1946,,,,,Female,0,2009-07-23,2009-07-23,2009-07-23,,Dead,Japan,TRUE,
1947,,,,,Female,0,2009-07-23,2009-07-23,2009-07-24,,Dead,Japan,TRUE,
1948,1555,Provisional Genetic,1417,Genetic,Female,2,2009-07-19,2009-07-19,2009-08-10,,Dead,Japan,TRUE,
1949,1555,Genetic,1291,Genetic,Male,2,2009-07-25,2009-07-25,2009-08-02,,Dead,Japan,TRUE,
1950,,,1416,Observed,Male,1,2009-08-04,2009-08-04,2009-08-04,,Dead,Japan,TRUE,
1951,,,1397,Observed,Female,1,2009-07-05,2009-07-05,2010-08-24,,Dead,Japan,TRUE,
1952,1555,Genetic,1628,Genetic,Male,2,2009-08-18,2009-08-18,2010-05-27,,Dead,Japan,TRUE,
1953,1629,Genetic,1437,Genetic,Male,2,2009-08-20,2009-08-20,2010-05-18,,Dead,Japan,TRUE,
1954,1555,Provisional Genetic,1388,Genetic,Female,2,2009-08-06,2009-08-06,,,Alive,Japan,TRUE,
1955,,,,,Female,0,2009-05-27,2009-05-27,2009-09-27,,Dead,Japan,TRUE,
1956,,,1334,Observed,Male,1,2009-09-07,2009-09-07,2010-08-26,,Dead,Japan,TRUE,
1957,1514,Genetic,1630,Genetic,Male,2,2009-05-01,2009-05-01,,,Alive,Japan,TRUE,
1958,1585,Genetic,1513,Genetic,Male,2,2009-02-01,2009-02-01,2011-07-25,,Dead,Japan,TRUE,
1959,1562,Genetic,1305,Genetic,Male,2,2009-03-01,2009-03-01,2011-07-25,,Dead,Japan,TRUE,
1960,1653,Genetic,1475,Genetic,Female,2,2009-02-01,2009-02-01,,,Alive,Japan,TRUE,
1961,1042,Genetic,1227,Genetic,Male,2,2008-09-01,2008-09-01,,,Alive,Japan,TRUE,
1962,1562,Genetic,1462,Genetic,Female,2,2009-02-01,2009-02-01,,,Alive,Japan,TRUE,
1963,1562,Genetic,1705,Genetic,Male,2,2009-03-01,2009-03-01,,,Alive,Japan,TRUE,
1964,1400,Genetic,1520,Genetic,Female,2,2009-01-01,2009-01-01,,,Alive,Japan,TRUE,
1965,1562,Genetic,1620,Genetic,Female,2,2009-02-01,2009-02-01,,,Alive,Japan,TRUE,
1966,1585,Genetic,1636,Genetic,Female,2,2009-03-01,2009-03-01,,,Alive,Japan,TRUE,
1967,1506,Genetic,1631,Genetic,Female,2,2009-05-01,2009-05-01,,,Alive,Japan,TRUE,
1968,1439,Genetic,1716,Genetic,Male,2,2009-02-01,2009-02-01,2010-08-17,,Dead,Japan,TRUE,
1969,1042,Genetic,1647,Genetic,Male,2,2009-03-01,2009-03-01,2010-08-17,,Dead,Japan,TRUE,
1970,1400,Genetic,1642,Genetic,Male,2,2009-03-01,2009-03-01,,,Alive,Japan,TRUE,
1971,1562,Genetic,1500,Genetic,Female,2,2009-01-01,2009-01-01,,,Alive,Japan,TRUE,
1972,1653,Genetic,1109,Genetic,Female,2,2009-07-01,2009-07-01,,,Alive,Japan,TRUE,
1973,1400,Genetic,1082,Genetic,Male,2,2009-02-01,2009-02-01,2010-05-18,,Dead,Japan,TRUE,
1974,1519,Genetic,1174,Genetic,Female,2,2009-08-01,2009-08-01,,,Alive,Japan,TRUE,
1975,1512,Genetic,1695,Genetic,Male,2,2009-08-01,2009-08-01,2011-07-27,,Dead,Japan,TRUE,
1976,1361,Genetic,1682,Genetic,Male,2,2009-05-01,2009-05-01,2010-05-18,,Dead,Japan,TRUE,
1977,1562,Genetic,1420,Genetic,Male,2,2009-04-01,2009-04-01,2011-07-27,,Dead,Japan,TRUE,
1978,1653,Genetic,1431,Provisional Genetic,Female,2,2009-02-01,2009-02-01,,,Alive,Japan,TRUE,
1979,1562,Genetic,1099,Genetic,Male,2,2009-03-01,2009-03-01,2010-08-18,,Dead,Japan,TRUE,
1980,1516,Genetic,1607,Genetic,Male,2,2009-02-01,2009-02-01,2010-08-18,,Dead,Japan,TRUE,
1981,1562,Genetic,1143,Genetic,Female,2,2008-10-01,2008-10-01,,,Alive,Japan,TRUE,
1982,1439,Genetic,1232,Genetic,Male,2,2008-12-01,2008-12-01,2011-07-29,,Dead,Japan,TRUE,
1983,1585,Genetic,1243,Genetic,Female,2,2009-03-01,2009-03-01,,,Alive,Japan,TRUE,
1984,1042,Genetic,1261,Observed,Female,2,2009-01-01,2009-01-01,,,Alive,Japan,TRUE,
1985,1439,Genetic,1489,Genetic,Male,2,2008-11-01,2008-11-01,2011-07-29,,Dead,Japan,TRUE,
1986,,,1372,Observed,Female,1,2009-09-13,2009-09-13,2010-08-25,,Dead,Japan,TRUE,
1987,,,1365,Observed,Female,1,2009-09-18,2009-09-18,2010-08-26,,Dead,Japan,TRUE,
1988,,,1390,Observed,Unknown,1,2009-11-26,2009-11-26,2009-11-26,,Dead,Japan,TRUE,
1989,,,1303,Observed,Unknown,1,2010-01-20,2010-01-20,2010-01-20,,Dead,Japan,TRUE,
1990,,,1291,Observed,Male,1,2010-03-24,2010-03-24,2010-03-24,,Dead,Japan,TRUE,
1991,,,1315,Observed,Female,1,2010-04-14,2010-04-14,2010-04-14,,Dead,Japan,TRUE,
1992,,,1409,Observed,Male,1,2010-04-18,2010-04-18,2010-04-18,,Dead,Japan,TRUE,
1993,,,1298,Observed,Female,1,2010-05-08,2010-05-08,2010-05-08,,Dead,Japan,TRUE,
1994,,,1443,Observed,Male,1,2010-05-19,2010-05-19,2010-05-19,,Dead,Japan,TRUE,
1995,,,1314,Observed,Female,1,2010-05-20,2010-05-20,2010-05-20,,Dead,Japan,TRUE,
1996,,,1320,Observed,Female,1,2010-04-22,2010-04-22,2011-07-05,,Dead,Japan,TRUE,
1997,,,1395,Observed,Female,1,2010-05-20,2010-05-20,2010-05-20,,Dead,Japan,TRUE,
1998,,,1395,Observed,Unknown,1,2010-05-20,2010-05-20,2010-05-20,,Dead,Japan,TRUE,
1999,,,1491,Observed,Male,1,2010-04-27,2010-04-27,2010-08-17,,Dead,Japan,TRUE,
2000,,,1302,Observed,Male,1,2010-04-30,2010-04-30,2011-07-05,,Dead,Japan,TRUE,
2001,,,1416,Observed,Male,1,2010-04-29,2010-04-29,2011-07-06,,Dead,Japan,TRUE,
2002,,,1456,Observed,Male,1,2010-05-16,2010-05-16,2011-07-08,,Dead,Japan,TRUE,
2003,,,1463,Observed,Male,1,2010-05-06,2010-05-06,2011-08-02,,Dead,Japan,TRUE,
2004,,,1340,Observed,Male,1,2010-05-09,2010-05-09,2011-08-02,,Dead,Japan,TRUE,
2005,,,1245,Observed,Male,1,2010-06-09,2010-06-09,2010-06-09,,Dead,Japan,TRUE,
2006,,,1350,Observed,Female,1,2010-06-10,2010-06-10,2010-06-10,,Dead,Japan,TRUE,
2007,,,1699,Observed,Male,1,2010-05-06,2010-05-06,2010-06-10,,Dead,Japan,TRUE,
2008,1555,Provisional Genetic,1628,Genetic,Female,2,2010-05-22,2010-05-22,2011-07-07,,Dead,Japan,TRUE,
2009,1555,Genetic,1503,Provisional Genetic,Male,2,2010-05-24,2010-05-24,2011-07-08,,Dead,Japan,TRUE,
2010,,,,,Male,0,2010-06-02,2010-06-02,2010-06-23,,Dead,Japan,TRUE,
2011,,,1717,Observed,Female,1,2010-06-24,2010-06-24,2010-06-24,,Dead,Japan,TRUE,
2012,,,1293,Observed,Male,1,2010-05-31,2010-05-31,2011-08-03,,Dead,Japan,TRUE,
2013,1555,Genetic,1621,Genetic,Male,2,2010-06-05,2010-06-05,2011-07-06,,Dead,Japan,TRUE,
2014,,,,,Female,0,2010-07-04,2010-07-04,2010-07-06,,Dead,Japan,TRUE,
